City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
294,Uthal,PK,81.79,broken clouds,25.8072,66.6219,Al-Mustafa Hotel
295,Boffa,GN,76.33,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
296,Isangel,VU,66.31,scattered clouds,-19.55,169.2667,Tanna Lodge
297,Pervomayskiy,RU,63.12,overcast clouds,53.2485,40.2871,
298,Faanui,PF,79.18,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
299,Helong,CN,64.18,broken clouds,42.5397,128.9972,Helong Hotel
301,Greenville,US,72.3,moderate rain,35.6127,-77.3663,the 5th Street Inn
302,Sibolga,ID,75.51,light rain,1.7427,98.7792,Hotel Syariah CN Darussalam
304,Tortoli,IT,76.98,clear sky,39.9256,9.6572,Hotel La Bitta
307,Banikoara,BJ,75.25,overcast clouds,11.2985,2.4386,Hôtel de l'UCom CVPC
309,Abha,SA,66.02,few clouds,18.2164,42.5053,Abha Hotel
310,Ponta Do Sol,PT,72.23,clear sky,32.6667,-17.1,Hotel do Campo
311,Altamira,BR,87.89,broken clouds,-3.2033,-52.2064,Requinte Hotel
315,Lorengau,PG,81.84,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
316,Ouadda,CF,66.78,overcast clouds,8.0777,22.4007,
317,Dubreka,GN,80.67,broken clouds,9.7911,-13.5233,Hôtel le Semeur Chez Eva
320,Harper,LR,76.6,broken clouds,4.375,-7.7169,Screensaver
321,San Quintin,MX,79.27,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
323,Phuket,TH,83.08,scattered clouds,8.0,98.25,The Surin Phuket
326,Fuerte Olimpo,PY,80.13,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
327,Oranjemund,,60.35,clear sky,-28.55,16.4333,The Fisherman's Cove
328,Mersing,MY,75.11,few clouds,2.4312,103.8405,Timotel Hotel
331,Kijang,KR,78.53,broken clouds,35.2442,129.2139,Samyang Beach Villa
332,Fairbanks,US,84.6,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
333,Cabo San Lucas,MX,84.94,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
334,Trairi,BR,78.57,few clouds,-3.2778,-39.2689,janelas do mar
335,Montes Claros,BR,80.38,clear sky,-16.735,-43.8617,ibis Montes Claros Shopping
336,Port Blair,IN,81.82,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
337,Santiago,CL,76.44,haze,-33.4569,-70.6483,Che Lagarto Hostel Santiago
339,Bani,DO,89.04,scattered clouds,18.2833,-70.3333,Hospedaje Henriquez
340,Nemuro,JP,65.25,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
341,Trinidad,BO,84.18,broken clouds,-14.8333,-64.9,Hotel Piesta
342,Opuwo,,60.67,clear sky,-18.0607,13.84,ABBA Guesthouse
343,Anchorage,US,70.21,clear sky,61.2181,-149.9003,Hotel Captain Cook
344,Katsuura,JP,80.71,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
345,Arkhangelsk,RU,60.91,few clouds,64.5401,40.5433,DVINA HOTEL
346,Kieta,PG,79.41,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
347,Mareeba,AU,61.45,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
348,Tukrah,LY,82.8,clear sky,32.5341,20.5791,Lokta restaurant
349,Pershotravneve,UA,60.94,overcast clouds,51.3929,28.8684,Kempinh
352,Akyab,MM,79.03,overcast clouds,20.15,92.9,Hotel Memory
354,Novo Oriente,BR,83.55,scattered clouds,-5.5344,-40.7742,Golden Palace Hotel
356,Cayeli,TR,76.73,few clouds,41.0923,40.7292,Grand Cavusoglu Hotel
357,Baykit,RU,61.66,broken clouds,61.67,96.37,
358,Daman,IN,80.31,light rain,20.4167,72.85,Silver Sands Beach Resort
359,Diffa,NE,85.77,clear sky,13.3154,12.6113,ProDAF/Diffa
362,Bafra,TR,73.54,clear sky,41.5678,35.9069,Sevgi Otel
364,Savannah Bight,HN,84.99,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
369,Tazmalt,DZ,77.61,broken clouds,36.3868,4.3989,Hôtel Numédia
370,Adrar,MR,84.45,scattered clouds,20.5022,-10.0711,
371,Liusha,CN,69.48,clear sky,27.2098,108.59,
372,Kashiwazaki,JP,80.89,overcast clouds,37.3667,138.55,Hotel Sunshine
373,Gorontalo,ID,74.95,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
374,Biltine,TD,73.45,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
375,Lazaro Cardenas,MX,87.03,few clouds,17.9583,-102.2,quinta antigua
376,Tula,RU,62.04,few clouds,54.2044,37.6111,София
377,Barra,BR,78.48,clear sky,-11.0894,-43.1417,Motel Albatroz
378,Mugla,TR,79.47,clear sky,37.2303,28.3557,Petek Hotel
379,Carballo,ES,67.55,overcast clouds,43.213,-8.691,Pazo do Souto
