City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Cidreira,BR,2021-07-29 14:49:32,-30.1811,-50.2056,48.33,63,82,17.43
292,Chardara,KZ,2021-07-29 14:49:33,41.2547,67.9692,88.07,23,4,14.36
293,Lannion,FR,2021-07-29 14:49:33,48.75,-3.4167,71.55,60,0,9.22
294,Norman Wells,CA,2021-07-29 14:49:33,65.282,-126.8329,57.24,94,90,4.61
295,Vetluzhskiy,RU,2021-07-29 14:49:34,58.3902,45.4654,62.87,92,97,6.67
296,Kruisfontein,ZA,2021-07-29 14:49:34,-34.0033,24.7314,59.88,67,11,17.45
297,Kaeo,NZ,2021-07-29 14:49:34,-35.1,173.7833,50.32,95,36,7.05
298,Gidam,IN,2021-07-29 14:49:35,18.9833,81.4,71.92,97,100,3.06
299,Hisua,IN,2021-07-29 14:49:35,24.8333,85.4167,78.98,82,93,0.87
300,North Platte,US,2021-07-29 14:49:36,41.1239,-100.7654,84.09,71,75,4.0
301,Xiuyan,CN,2021-07-29 14:49:36,40.2928,123.2744,72.77,90,96,1.95
302,Buraydah,SA,2021-07-29 14:49:37,26.326,43.975,109.85,8,87,12.68
303,Surt,LY,2021-07-29 14:49:37,31.2089,16.5887,85.32,58,0,13.71
304,Ploemeur,FR,2021-07-29 14:49:37,47.7333,-3.4333,69.85,62,75,10.36
305,Baykit,RU,2021-07-29 14:49:37,61.67,96.37,63.57,99,100,2.17
306,Boa Vista,BR,2021-07-29 14:46:29,2.8197,-60.6733,76.98,78,90,3.44
307,Bulgan,MN,2021-07-29 14:49:38,48.8125,103.5347,61.16,60,94,5.08
308,Bandarbeyla,SO,2021-07-29 14:49:38,9.4942,50.8122,77.94,78,99,32.55
309,Bontang,ID,2021-07-29 14:45:28,0.1333,117.5,78.82,88,43,8.12
310,Frankfort,ZA,2021-07-29 14:49:38,-27.2667,28.4833,60.22,24,0,8.48
311,Le Marin,MQ,2021-07-29 14:49:39,14.4721,-60.8697,87.71,62,20,18.41
312,Natal,BR,2021-07-29 14:49:39,-5.795,-35.2094,86.22,62,75,14.97
313,San Benito,US,2021-07-29 14:49:40,36.6166,-121.0844,65.14,36,5,1.79
314,Deputatskiy,RU,2021-07-29 14:49:40,69.3,139.9,37.56,83,65,3.42
315,Sulecin,PL,2021-07-29 14:49:40,52.4443,15.1168,78.51,49,88,12.46
316,Nzega,RW,2021-07-29 14:49:41,-2.479,29.5564,68.99,45,100,1.95
317,Koutiala,ML,2021-07-29 14:49:41,12.3917,-5.4642,81.77,72,85,8.23
318,Tateyama,JP,2021-07-29 14:49:41,34.9833,139.8667,81.01,89,3,8.3
319,Axim,GH,2021-07-29 14:49:42,4.8699,-2.2405,82.0,62,93,8.21
320,Arona,ES,2021-07-29 14:49:42,28.0996,-16.681,78.03,59,20,1.99
321,Noyabrsk,RU,2021-07-29 14:49:42,63.1994,75.4507,52.02,84,100,9.22
322,Dubbo,AU,2021-07-29 14:49:42,-32.25,148.6167,33.93,93,0,5.75
323,Ternate,ID,2021-07-29 14:49:43,0.8,127.4,81.19,81,43,3.2
324,Bonavista,CA,2021-07-29 14:49:43,48.6499,-53.1147,65.12,93,100,9.44
325,Bambous Virieux,MU,2021-07-29 14:49:43,-20.3428,57.7575,70.21,78,40,17.27
326,Sibu,MY,2021-07-29 14:49:44,2.3,111.8167,80.91,89,40,2.3
327,Kamina,CD,2021-07-29 14:49:44,-8.7386,24.9906,85.55,19,2,6.93
328,Oussouye,SN,2021-07-29 14:49:44,12.485,-16.5469,89.78,57,100,6.8
329,Muros,ES,2021-07-29 14:49:45,42.7762,-9.0603,78.1,48,0,19.04
330,Vaitape,PF,2021-07-29 14:49:45,-16.5167,-151.75,77.88,75,50,13.49
331,Carnarvon,AU,2021-07-29 14:49:45,-24.8667,113.6333,64.47,72,75,8.05
332,Maarianhamina,AX,2021-07-29 14:49:45,60.0973,19.9348,71.46,73,0,24.16
333,Hellin,ES,2021-07-29 14:49:46,38.5106,-1.701,94.78,31,0,15.59
334,Manggar,ID,2021-07-29 14:49:46,-2.8833,108.2667,82.0,72,66,9.42
335,Gazli,UZ,2021-07-29 14:49:46,40.1333,63.45,90.27,22,81,17.29
336,Saint-Raymond,CA,2021-07-29 14:49:47,45.467,-73.6095,72.23,61,90,3.44
337,Kang,BW,2021-07-29 14:49:47,-23.6752,22.7876,71.6,16,0,8.7
338,Ranong,TH,2021-07-29 14:49:47,9.9658,98.6348,79.97,85,100,11.99
339,Teguldet,RU,2021-07-29 14:49:48,57.3064,88.1667,56.91,71,42,3.58
340,Broken Hill,AU,2021-07-29 14:49:48,-31.95,141.4333,44.31,57,0,9.22
341,Chunoyar,RU,2021-07-29 14:49:48,57.4467,97.3217,53.65,96,100,5.12
342,Karasjok,NO,2021-07-29 14:49:49,69.4719,25.5112,50.11,61,100,6.2
343,Dakar,SN,2021-07-29 14:49:49,14.6937,-17.4441,88.68,74,40,4.61
344,Tweed,CA,2021-07-29 14:49:49,44.4751,-77.3162,70.14,98,100,5.44
345,Itoman,JP,2021-07-29 14:49:50,26.1247,127.6694,80.98,91,20,5.75
346,Sabang,ID,2021-07-29 14:49:50,5.8933,95.3214,84.04,77,96,21.43
347,Kutum,SD,2021-07-29 14:49:50,14.2,24.6667,88.39,36,96,9.22
348,Inta,RU,2021-07-29 14:49:51,66.0317,60.1659,54.82,66,81,7.87
349,Goderich,CA,2021-07-29 14:45:09,43.7501,-81.7165,74.91,88,89,5.75
350,Varvoru,RO,2021-07-29 14:49:51,44.2333,23.6333,101.55,29,32,16.42
351,Kiama,AU,2021-07-29 14:49:51,-34.6833,150.8667,50.58,63,0,13.0
352,Selaphum,TH,2021-07-29 14:49:52,16.0299,103.9383,84.11,78,100,7.92
353,Teknaf,BD,2021-07-29 14:49:52,20.8624,92.3058,80.58,89,100,15.66
354,Taraz,KZ,2021-07-29 14:49:52,42.9,71.3667,84.61,20,75,4.47
355,Katsuura,JP,2021-07-29 14:49:53,35.1333,140.3,81.1,91,3,8.21
356,Hammerfest,NO,2021-07-29 14:49:53,70.6634,23.6821,51.53,87,75,11.5
357,Ancud,CL,2021-07-29 14:49:53,-41.8697,-73.8203,40.53,79,29,1.95
358,Haines Junction,CA,2021-07-29 14:49:54,60.7522,-137.5108,39.15,87,84,1.14
359,Portland,US,2021-07-29 14:48:55,45.5234,-122.6762,72.9,67,20,3.0
360,Kahului,US,2021-07-29 14:49:54,20.8947,-156.47,75.85,92,1,3.44
361,Tongzi,CN,2021-07-29 14:49:54,28.7829,105.0877,80.51,76,5,1.41
362,Albenga,IT,2021-07-29 14:49:55,44.0529,8.216,89.96,68,20,3.0
363,Hervey Bay,AU,2021-07-29 14:49:55,-25.2986,152.8535,59.11,52,0,13.8
364,Hope,US,2021-07-29 14:49:55,33.6671,-93.5916,86.99,66,8,2.44
365,Namatanai,PG,2021-07-29 14:49:56,-3.6667,152.4333,78.85,84,96,5.14
366,Lasa,IT,2021-07-29 14:49:56,46.6166,10.7002,80.51,65,71,4.94
367,Kalmunai,LK,2021-07-29 14:49:56,7.4167,81.8167,83.25,78,97,2.1
368,Saint-Georges,GD,2021-07-29 14:49:56,12.0564,-61.7485,78.48,89,75,13.8
369,Aksay,RU,2021-07-29 14:49:57,47.26,39.87,93.24,25,5,8.01
370,Tiznit,MA,2021-07-29 14:49:57,29.5833,-9.5,94.68,26,99,4.43
371,Kashi,CN,2021-07-29 14:49:58,39.4547,75.9797,94.21,21,40,4.47
372,Taltal,CL,2021-07-29 14:49:58,-25.4,-70.4833,65.25,48,0,5.03
373,Faya,SA,2021-07-29 14:49:58,18.3851,42.4509,73.51,58,72,9.6
374,Vikhorevka,RU,2021-07-29 14:49:59,56.1201,101.1636,58.59,93,100,10.47
375,Pochutla,MX,2021-07-29 14:49:59,15.7432,-96.4661,82.81,68,98,4.59
376,Najran,SA,2021-07-29 14:49:59,17.4924,44.1277,102.85,12,76,19.91
377,Tazmalt,DZ,2021-07-29 14:50:00,36.3868,4.3989,108.86,11,11,6.26
378,Milkovo,RU,2021-07-29 14:50:00,54.7167,158.6167,57.97,92,63,1.01
379,Belaya Gora,RU,2021-07-29 14:50:00,68.5333,146.4167,45.77,60,96,3.87
380,Bjorkelangen,NO,2021-07-29 14:50:01,59.8848,11.5694,63.28,95,100,3.74
381,Victoria Point,AU,2021-07-29 14:50:01,-27.5833,153.3,59.92,72,7,1.99
382,Fayaoue,NC,2021-07-29 14:50:01,-20.65,166.5333,72.37,61,0,1.34
383,Tucuman,AR,2021-07-29 14:50:04,-26.8241,-65.2226,48.2,53,0,4.61
384,Kupang,ID,2021-07-29 14:50:04,-10.1667,123.5833,75.69,84,40,9.15
385,Puerto Del Rosario,ES,2021-07-29 14:50:05,28.5004,-13.8627,80.28,73,20,16.11
386,Batagay,RU,2021-07-29 14:50:05,67.6333,134.6333,48.29,63,95,2.17
387,Paciran,ID,2021-07-29 14:50:05,-6.8767,112.3761,79.32,77,77,3.04
388,Faanui,PF,2021-07-29 14:50:06,-16.4833,-151.75,77.81,75,53,13.13
389,Tarbert,GB,2021-07-29 14:50:06,55.8628,-5.4162,66.29,72,81,13.89
390,Bratsk,RU,2021-07-29 14:50:06,56.1325,101.6142,57.69,94,100,6.22
391,Benjamin Constant,BR,2021-07-29 14:50:06,-4.3831,-70.0311,69.93,77,75,14.97
392,Touros,BR,2021-07-29 14:50:07,-5.1989,-35.4608,85.1,55,54,16.37
393,Alofi,NU,2021-07-29 14:50:07,-19.0595,-169.9187,69.69,94,79,5.75
394,Auki,SB,2021-07-29 14:50:07,-8.7676,160.7034,76.12,88,5,3.76
395,Batamshinskiy,KZ,2021-07-29 14:50:08,50.5594,58.2747,76.98,36,4,6.13
396,Robertsport,LR,2021-07-29 14:50:08,6.7533,-11.3686,80.33,67,100,7.87
397,Sao Filipe,CV,2021-07-29 14:50:09,14.8961,-24.4956,75.63,76,92,10.09
398,Kjollefjord,NO,2021-07-29 14:50:09,70.9457,27.3465,47.98,80,100,8.7
399,Tautira,PF,2021-07-29 14:50:09,-17.7333,-149.15,75.22,80,47,6.49
400,Erenhot,CN,2021-07-29 14:50:10,43.6475,111.9767,81.37,37,36,6.38
401,Coruripe,BR,2021-07-29 14:50:10,-10.1256,-36.1756,80.76,66,5,6.58
402,Katobu,ID,2021-07-29 14:50:10,-4.9408,122.5276,74.43,92,96,3.6
403,Jijiga,ET,2021-07-29 14:50:11,9.35,42.8,67.86,63,99,18.75
404,Wakkanai,JP,2021-07-29 14:50:11,45.4094,141.6739,75.18,89,21,5.97
405,Ponta Pora,BR,2021-07-29 14:50:11,-22.5361,-55.7256,44.51,42,0,9.22
406,Flinders,AU,2021-07-29 14:50:12,-34.5833,150.8552,50.38,63,0,1.01
407,Sibolga,ID,2021-07-29 14:50:12,1.7427,98.7792,77.61,83,100,3.09
408,Manga,BF,2021-07-29 14:50:13,11.6636,-1.0731,85.8,55,99,8.21
409,Chamba,IN,2021-07-29 14:50:13,32.5667,76.1333,76.64,92,79,1.81
410,Roald,NO,2021-07-29 14:50:14,62.5833,6.1333,73.45,73,0,9.22
411,Ust-Ilimsk,RU,2021-07-29 14:50:14,58.0006,102.6619,66.42,89,98,7.11
412,Chiavari,IT,2021-07-29 14:50:14,44.3201,9.322,87.4,74,4,4.0
413,Panaba,MX,2021-07-29 14:50:15,21.2833,-88.2667,91.42,45,17,9.44
414,Altus,US,2021-07-29 14:50:15,34.6381,-99.334,85.51,71,1,6.91
415,Athabasca,CA,2021-07-29 14:50:15,54.7169,-113.2854,66.02,46,14,2.01
416,San Patricio,US,2021-07-29 14:50:15,28.017,-97.5169,86.09,65,69,6.69
417,Pointe Michel,DM,2021-07-29 14:50:16,15.25,-61.3833,90.54,58,75,5.75
418,Berwick,US,2021-07-29 14:50:16,41.0545,-76.2333,74.68,81,100,5.32
419,Guinacutan,PH,2021-07-29 14:50:16,14.1701,122.8881,80.71,87,100,7.31
420,Karaton,ID,2021-07-29 14:50:17,-6.3424,106.1045,78.96,87,70,2.01
421,Bilibino,RU,2021-07-29 14:50:17,68.0546,166.4372,31.68,85,100,3.76
422,Zheleznodorozhnyy,RU,2021-07-29 14:50:17,55.7503,38.0042,80.15,55,79,5.3
423,Voh,NC,2021-07-29 14:50:18,-20.9667,164.7,64.35,84,45,3.27
424,Independence,US,2021-07-29 14:50:18,39.0911,-94.4155,89.26,70,1,3.0
425,Boissevain,CA,2021-07-29 14:50:18,49.2306,-100.0559,75.06,36,24,2.19
426,Atherton,GB,2021-07-29 14:50:19,53.5237,-2.4935,66.27,82,100,8.01
427,Quelimane,MZ,2021-07-29 14:50:19,-17.8786,36.8883,76.95,53,20,7.0
428,Henties Bay,NA,2021-07-29 14:50:19,-22.116,14.2845,62.85,68,0,13.65
429,Karratha,AU,2021-07-29 14:50:20,-20.7377,116.8463,71.02,77,1,9.15
430,Maragogi,BR,2021-07-29 14:50:20,-9.0122,-35.2225,79.48,70,26,6.13
431,Sainte-Martine,CA,2021-07-29 14:50:20,45.2501,-73.7992,73.71,65,100,5.75
432,Simbahan,PH,2021-07-29 14:50:20,6.3032,120.5836,84.24,78,41,10.67
433,Port-Cartier,CA,2021-07-29 14:50:21,50.0334,-66.8654,65.75,52,73,8.19
434,Grants Pass,US,2021-07-29 14:50:21,42.439,-123.3284,75.88,64,1,0.0
435,Praia Da Vitoria,PT,2021-07-29 14:45:39,38.7333,-27.0667,75.45,64,20,8.63
436,Carutapera,BR,2021-07-29 14:50:21,-1.195,-46.02,85.44,67,34,6.87
437,Shubarkuduk,KZ,2021-07-29 14:50:22,49.1447,56.4872,78.49,20,0,11.39
438,Nome,US,2021-07-29 14:48:24,64.5011,-165.4064,48.27,93,90,12.66
439,Vari,GR,2021-07-29 14:50:22,37.8312,23.8081,105.58,30,0,5.99
440,Beringovskiy,RU,2021-07-29 14:50:23,63.05,179.3167,47.55,85,100,7.56
441,Mims,US,2021-07-29 14:50:23,28.6653,-80.8448,89.29,85,40,1.01
442,Butembo,CD,2021-07-29 14:50:23,0.15,29.2833,66.69,72,92,2.62
443,Khonsa,IN,2021-07-29 14:50:23,27.0167,95.5667,69.57,96,60,4.88
444,Cabedelo,BR,2021-07-29 14:50:24,-6.9811,-34.8339,84.87,66,43,12.15
445,Abashiri,JP,2021-07-29 14:50:24,44.0213,144.2697,69.39,92,4,12.15
446,Manaus,BR,2021-07-29 14:45:50,-3.1019,-60.025,84.7,74,40,5.75
447,Port Hardy,CA,2021-07-29 14:50:25,50.6996,-127.4199,55.58,100,75,0.0
448,Sarti,GR,2021-07-29 14:50:25,40.1,23.9833,87.17,49,0,6.58
449,Altamont,US,2021-07-29 14:50:25,42.2068,-121.7372,67.78,73,1,1.01
450,Pacific Grove,US,2021-07-29 14:45:39,36.6177,-121.9166,62.42,95,90,1.99
451,Linhares,BR,2021-07-29 14:46:24,-19.3911,-40.0722,70.84,66,100,14.05
452,Kokopo,PG,2021-07-29 14:50:26,-4.352,152.2633,77.16,86,100,6.67
453,Taicheng,CN,2021-07-29 14:50:26,38.731,113.228,62.38,95,97,1.12
454,Palana,RU,2021-07-29 14:50:26,59.1167,159.9667,44.83,74,100,5.12
455,Baixo Guandu,BR,2021-07-29 14:50:26,-19.5189,-41.0158,57.92,48,63,5.61
456,Ialibu,PG,2021-07-29 14:50:27,-6.2821,143.9935,57.16,99,100,2.24
457,Velika Gorica,HR,2021-07-29 14:50:27,45.7125,16.0756,91.18,39,0,4.61
458,Yakeshi,CN,2021-07-29 14:50:27,49.2833,120.7333,63.09,89,27,3.31
459,Ambilobe,MG,2021-07-29 14:50:28,-13.2,49.05,71.33,78,52,1.59
460,Bucerias,MX,2021-07-29 14:50:28,20.75,-105.3333,78.98,87,94,2.13
461,Malanje,AO,2021-07-29 14:50:28,-9.5402,16.341,86.38,54,75,4.61
462,Upington,ZA,2021-07-29 14:50:28,-28.4478,21.2561,68.38,21,0,4.61
463,Acapulco,MX,2021-07-29 14:48:40,16.8634,-99.8901,82.47,77,93,3.89
464,Casa Nova,BR,2021-07-29 14:50:29,-9.4167,-41.1333,87.78,38,0,4.76
465,Zeya,RU,2021-07-29 14:50:29,53.75,127.2667,61.92,95,62,3.53
466,Kano,NG,2021-07-29 14:50:29,12.0001,8.5167,85.89,62,75,9.22
467,Hamilton,US,2021-07-29 14:45:32,39.1834,-84.5333,81.86,86,1,1.99
468,Morehead,US,2021-07-29 14:50:30,37.2711,-87.1764,83.98,85,1,0.0
469,Fairbanks,US,2021-07-29 14:50:02,64.8378,-147.7164,56.61,92,90,0.0
470,High Level,CA,2021-07-29 14:50:30,58.5169,-117.136,57.31,88,20,2.3
471,Peniche,PT,2021-07-29 14:50:31,39.3558,-9.3811,82.35,72,0,17.87
472,Korla,CN,2021-07-29 14:50:31,41.7597,86.1469,95.27,16,4,11.95
473,Lavrentiya,RU,2021-07-29 14:50:31,65.5833,-171.0,43.79,90,77,9.06
474,Areosa,PT,2021-07-29 14:50:31,41.7178,-8.8571,90.68,67,4,19.66
475,Meulaboh,ID,2021-07-29 14:50:32,4.1363,96.1285,78.85,83,100,1.72
476,Lubbock,US,2021-07-29 14:48:28,33.6001,-101.8338,82.15,59,20,3.0
477,Singleton,AU,2021-07-29 14:50:32,-32.5667,151.1833,49.44,63,0,4.0
478,Two Rivers,US,2021-07-29 14:50:32,44.1539,-87.5693,79.54,83,40,10.36
479,Umm Kaddadah,SD,2021-07-29 14:50:33,13.6017,26.6876,94.59,32,100,0.72
480,Sosva,RU,2021-07-29 14:50:33,59.1766,61.8558,55.54,72,93,3.11
481,Ilhabela,BR,2021-07-29 14:50:33,-23.7781,-45.3581,58.57,55,37,13.6
482,Soddy-Daisy,US,2021-07-29 14:50:33,35.2359,-85.1908,88.95,67,0,1.01
483,Saint-Louis,SN,2021-07-29 14:50:34,16.3333,-15.0,90.27,45,100,7.83
484,Raudeberg,NO,2021-07-29 14:50:34,61.9875,5.1352,71.2,94,100,6.98
485,Biak,ID,2021-07-29 14:50:34,-0.9131,122.8766,76.32,85,31,5.86
486,Katherine,AU,2021-07-29 14:50:35,-14.4667,132.2667,68.32,64,9,0.0
487,Dwarka,IN,2021-07-29 14:50:35,22.2394,68.9678,82.81,83,100,24.87
488,Urumqi,CN,2021-07-29 14:50:35,43.801,87.6005,85.15,25,0,8.95
489,Melbu,NO,2021-07-29 14:50:36,68.5044,14.8297,60.62,55,20,11.5
490,Dudinka,RU,2021-07-29 14:50:36,69.4058,86.1778,61.3,65,100,9.28
491,South Lyon,US,2021-07-29 14:50:36,42.4606,-83.6516,81.14,78,84,4.0
492,Abbeville,FR,2021-07-29 14:50:37,50.1,1.8333,72.28,62,91,13.04
493,Dauphin,CA,2021-07-29 14:50:37,51.1494,-100.0502,66.34,72,1,4.61
494,Salalah,OM,2021-07-29 14:50:37,17.0151,54.0924,78.42,88,88,13.11
495,Andujar,ES,2021-07-29 14:50:37,38.0392,-4.0508,100.71,15,0,15.12
496,Ust-Nera,RU,2021-07-29 14:50:38,64.5667,143.2,41.63,74,27,5.57
497,Rehoboth,NA,2021-07-29 14:50:38,-23.3167,17.0833,70.68,12,0,12.77
498,Vestmannaeyjar,IS,2021-07-29 14:50:38,63.4427,-20.2734,63.59,59,75,2.3
499,Merauke,ID,2021-07-29 14:50:39,-8.4667,140.3333,77.34,88,54,12.93
500,Manta,EC,2021-07-29 14:50:39,-0.95,-80.7333,76.78,73,20,10.36
501,Mala Bilozerka,UA,2021-07-29 14:50:39,47.2474,34.9346,79.86,62,56,16.42
502,North Myrtle Beach,US,2021-07-29 14:50:40,33.816,-78.68,89.11,82,1,1.99
503,Laizhou,CN,2021-07-29 14:50:40,37.1717,119.9214,75.72,90,42,14.32
504,Baracoa,CU,2021-07-29 14:50:40,20.3467,-74.4958,85.87,64,67,10.02
505,Inongo,CD,2021-07-29 14:50:41,-1.95,18.2667,79.21,32,98,4.0
506,Karacabey,TR,2021-07-29 14:50:41,40.2152,28.4038,94.44,25,0,16.11
507,Jiblah,YE,2021-07-29 14:50:41,13.9216,44.1467,63.5,85,100,0.6
508,Oildale,US,2021-07-29 14:50:42,35.4197,-119.0195,90.95,36,1,0.0
509,Mezen,RU,2021-07-29 14:50:42,65.8522,44.24,57.4,53,99,5.91
510,Bryan,US,2021-07-29 14:48:22,30.6744,-96.37,88.48,75,1,4.61
511,Barabinsk,RU,2021-07-29 14:50:42,55.3571,78.357,57.16,65,6,6.04
512,Jijiang,CN,2021-07-29 14:50:42,29.2906,106.2542,90.19,71,0,1.36
513,Jaswantnagar,IN,2021-07-29 14:50:43,26.8786,78.9028,82.13,85,100,7.83
514,Rio Grande,BR,2021-07-29 14:47:58,-32.035,-52.0986,48.31,63,11,16.87
515,Coos Bay,US,2021-07-29 14:50:43,43.3665,-124.2179,67.01,100,90,0.0
516,Sartell,US,2021-07-29 14:50:44,45.6216,-94.2069,74.93,64,90,8.05
517,Praya,CV,2021-07-29 14:50:44,14.9215,-23.5087,82.94,54,75,10.36
518,Codrington,AU,2021-07-29 14:50:44,-38.2667,141.9667,45.48,65,0,16.26
519,Beyneu,KZ,2021-07-29 14:50:44,45.3167,55.2,90.57,17,1,6.64
520,Agua Verde,MX,2021-07-29 14:50:45,22.9,-106.05,86.13,77,25,2.21
521,Bairiki,KI,2021-07-29 14:50:45,1.3292,172.9752,80.6,83,40,6.91
522,Xifeng,CN,2021-07-29 14:50:45,42.7372,124.7222,75.06,75,100,3.74
523,Lorengau,PG,2021-07-29 14:50:46,-2.0226,147.2712,81.59,78,14,4.25
524,Lewistown,US,2021-07-29 14:50:46,40.5992,-77.5714,77.07,72,1,0.0
525,Ewo,CG,2021-07-29 14:50:46,-0.8725,14.8206,95.81,26,31,1.01
526,Fare,PF,2021-07-29 14:50:46,-16.7,-151.0167,77.49,75,26,12.77
527,Tocopilla,CL,2021-07-29 14:50:47,-22.092,-70.1979,68.27,58,15,7.36
528,Linxia,CN,2021-07-29 14:50:47,35.6003,103.2064,65.66,34,4,7.43
529,Fort Nelson,CA,2021-07-29 14:50:48,58.8053,-122.7002,54.99,71,20,8.05
530,Nantucket,US,2021-07-29 14:50:48,41.2835,-70.0995,77.97,61,1,8.05
531,Totma,RU,2021-07-29 14:50:48,59.9747,42.7642,63.88,95,100,3.89
532,Colchester,GB,2021-07-29 14:50:49,51.8892,0.9042,72.34,49,34,16.4
533,Los Llanos De Aridane,ES,2021-07-29 14:50:49,28.6585,-17.9182,73.15,77,75,17.27
534,Tucurui,BR,2021-07-29 14:50:49,-3.7661,-49.6725,94.95,40,7,1.43
535,Srednekolymsk,RU,2021-07-29 14:50:50,67.45,153.6833,39.67,82,100,8.19
536,Pangody,RU,2021-07-29 14:50:50,65.85,74.4859,58.98,84,85,18.19
537,Mao,ES,2021-07-29 14:50:50,39.8885,4.2658,88.36,42,0,6.91
538,Aswan,EG,2021-07-29 14:50:50,24.0934,32.907,108.7,12,0,11.5
539,Yaan,NG,2021-07-29 14:50:51,7.3833,8.5667,81.95,72,81,5.55
540,Arrecife,ES,2021-07-29 14:50:51,28.963,-13.5477,80.58,57,0,25.32
541,Saint Anthony,US,2021-07-29 14:50:51,45.0205,-93.218,80.49,70,1,8.01
542,Santa Maria,BR,2021-07-29 14:50:05,-29.6842,-53.8069,45.7,61,0,8.05
543,Sura,RU,2021-07-29 14:50:52,53.8879,45.7419,69.94,84,88,7.7
544,Riyadh,SA,2021-07-29 14:49:23,24.6877,46.7219,113.14,8,79,5.1
545,Abu Samrah,SY,2021-07-29 14:50:52,35.3029,37.1841,97.39,17,0,13.33
546,Sokoto,NG,2021-07-29 14:50:53,13.0609,5.239,88.88,49,88,5.39
547,Ust-Kut,RU,2021-07-29 14:50:53,56.7938,105.7672,72.72,54,94,2.01
548,Finschhafen,PG,2021-07-29 14:50:53,-6.6024,147.8681,78.49,84,84,6.82
549,Sioux Lookout,CA,2021-07-29 14:50:53,50.1001,-91.917,61.18,63,75,8.05
550,Talaya,RU,2021-07-29 14:50:54,61.3833,152.75,34.29,78,76,7.29
551,Vanimo,PG,2021-07-29 14:50:54,-2.6741,141.3028,79.48,87,58,4.81
552,Baker City,US,2021-07-29 14:50:54,44.7749,-117.8344,74.64,44,1,1.68
553,Dotnuva,LT,2021-07-29 14:50:55,55.35,23.9,82.62,59,99,10.36
554,Fehergyarmat,HU,2021-07-29 14:50:55,47.9833,22.5167,86.13,35,0,9.86
555,Garchitorena,PH,2021-07-29 14:50:55,13.8804,123.6946,80.96,86,100,6.71
556,Kuopio,FI,2021-07-29 14:50:56,62.8924,27.677,64.35,94,90,4.61
